project,bug_id,file,line,category,description,source
Math,79,MathUtils.java,1269,quality_warning,[java:S3358] Extract this nested ternary operation into an independent statement.,sonarqube_verified
Math,79,MathUtils.java,1283,quality_warning,[java:S3358] Extract this nested ternary operation into an independent statement.,sonarqube_verified
Math,79,MathUtils.java,1297,quality_warning,[java:S3358] Extract this nested ternary operation into an independent statement.,sonarqube_verified
Math,79,MathUtils.java,1312,quality_warning,[java:S3358] Extract this nested ternary operation into an independent statement.,sonarqube_verified
Math,79,MathUtils.java,1382,quality_warning,"[java:S1192] Define a constant instead of duplicating this literal ""cannot raise an integral value to a negative power ({0}^{1})"" 7 times.",sonarqube_verified
Math,79,MathUtils.java,1624,logic_error,Int overflow in Euclidean distance calculation,defects4j
Math,80,EigenDecompositionImpl.java,85,syntax_style,"[java:S1450] Remove the ""lowerSpectra"" field and declare it as a local variable in the relevant methods.",sonarqube_verified
Math,80,EigenDecompositionImpl.java,88,syntax_style,"[java:S1450] Remove the ""upperSpectra"" field and declare it as a local variable in the relevant methods.",sonarqube_verified
Math,80,EigenDecompositionImpl.java,612,quality_warning,[java:S3776] Refactor this method to reduce its Cognitive Complexity from 19 to the 15 allowed.,sonarqube_verified
Math,80,EigenDecompositionImpl.java,678,quality_warning,"[java:S1994] Move the update of ""j"" into this loop's update clause.",sonarqube_verified
Math,80,EigenDecompositionImpl.java,693,quality_warning,"[java:S2293] Replace the type specification in this constructor call with the diamond operator (""<>"").",sonarqube_verified
Math,80,EigenDecompositionImpl.java,823,quality_warning,"[java:S6541] A ""Brain Method"" was detected. Refactor it to reduce at least one of the following metrics: LOC from 79 to 64, Complexity from 18 to 14, Nesting Level",sonarqube_verified
Math,80,EigenDecompositionImpl.java,991,quality_warning,[java:S3776] Refactor this method to reduce its Cognitive Complexity from 45 to the 15 allowed.,sonarqube_verified
Math,80,EigenDecompositionImpl.java,1044,quality_warning,[java:S127] Refactor the code in order to not assign to this loop counter from within the loop body.,sonarqube_verified
Math,80,EigenDecompositionImpl.java,1054,quality_warning,[java:S1066] Merge this if statement with the enclosing one.,sonarqube_verified
Math,80,EigenDecompositionImpl.java,1112,quality_warning,[java:S127] Refactor the code in order to not assign to this loop counter from within the loop body.,sonarqube_verified
Math,80,EigenDecompositionImpl.java,1135,logic_error,Off-by-one: 4*n-1 instead of 4*(n-1),defects4j
Math,80,EigenDecompositionImpl.java,1329,quality_warning,[java:S3776] Refactor this method to reduce its Cognitive Complexity from 26 to the 15 allowed.,sonarqube_verified
Math,80,EigenDecompositionImpl.java,1431,quality_warning,"[java:S6541] A ""Brain Method"" was detected. Refactor it to reduce at least one of the following metrics: LOC from 207 to 64, Complexity from 56 to 14, Nesting Leve",sonarqube_verified
Math,80,EigenDecompositionImpl.java,1489,quality_warning,"[java:S1854] Remove this useless assignment to local variable ""b2"".",sonarqube_verified
Math,80,EigenDecompositionImpl.java,1504,syntax_style,[java:S135] Reduce the total number of break and continue statements in this loop to use at most one.,sonarqube_verified
Math,80,EigenDecompositionImpl.java,1547,syntax_style,[java:S135] Reduce the total number of break and continue statements in this loop to use at most one.,sonarqube_verified
