"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task6_Personnummer/PersonnummerValidator.java","4","10","Use one line for each declaration, it enhances code readability.","Best Practices","OneDeclarationPerLine"
"5","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task6_Personnummer/PersonnummerValidator.java","4","21","Useless parentheses around `curYear / 100`.","Code Style","UselessParentheses"
"6","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task6_Personnummer/PersonnummerValidator.java","3","23","This statement should have braces","Code Style","ControlStatementBraces"
"7","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task6_Personnummer/PersonnummerValidator.java","3","26","This statement should have braces","Code Style","ControlStatementBraces"
"8","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task6_Personnummer/PersonnummerValidator.java","3","34","This statement should have braces","Code Style","ControlStatementBraces"
"9","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task6_Personnummer/PersonnummerValidator.java","3","45","This statement should have braces","Code Style","ControlStatementBraces"
"10","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task6_Personnummer/PersonnummerValidator.java","3","46","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject3/Task1_PasswordValidator/PasswordValidator.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject3/Task1_PasswordValidator/PasswordValidator.java","3","1","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject3/Task1_PasswordValidator/PasswordValidator.java","1","2","The static method name 'is_strong_password' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject3/Task1_PasswordValidator/PasswordValidator.java","3","3","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject3/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","4","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject3/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","4","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject3/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","1","11","The static method name 'calculate_total' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject3/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","12","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject3/Task3_AnagramChecker/AnagramChecker.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject3/Task3_AnagramChecker/AnagramChecker.java","3","1","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject3/Task3_AnagramChecker/AnagramChecker.java","1","2","The static method name 'is_anagram' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject3/Task3_AnagramChecker/AnagramChecker.java","3","3","This statement should have braces","Code Style","ControlStatementBraces"
"5","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject3/Task3_AnagramChecker/AnagramChecker.java","4","5","Use one line for each declaration, it enhances code readability.","Best Practices","OneDeclarationPerLine"
"6","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject3/Task3_AnagramChecker/AnagramChecker.java","3","6","When doing a String.toLowerCase()/toUpperCase() call, use a Locale","Error Prone","UseLocaleWithCaseConversions"
"7","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject3/Task3_AnagramChecker/AnagramChecker.java","3","9","When doing a String.toLowerCase()/toUpperCase() call, use a Locale","Error Prone","UseLocaleWithCaseConversions"
"8","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject3/Task3_AnagramChecker/AnagramChecker.java","3","12","This statement should have braces","Code Style","ControlStatementBraces"
"9","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject3/Task3_AnagramChecker/AnagramChecker.java","3","14","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject3/Task4_TextCleaner/TextCleaner.java","3","4","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject3/Task4_TextCleaner/TextCleaner.java","3","4","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject3/Task4_TextCleaner/TextCleaner.java","1","5","The static method name 'clean_text' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject3/Task4_TextCleaner/TextCleaner.java","3","6","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject3/Task5_EmailMasker/EmailMasker.java","3","4","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject3/Task5_EmailMasker/EmailMasker.java","3","4","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject3/Task5_EmailMasker/EmailMasker.java","1","5","The static method name 'mask_email' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject3/Task5_EmailMasker/EmailMasker.java","3","6","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject3/Task6_Personnummer/PersonnummerValidator.java","3","4","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject3/Task6_Personnummer/PersonnummerValidator.java","3","4","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject3/Task6_Personnummer/PersonnummerValidator.java","3","6","This statement should have braces","Code Style","ControlStatementBraces"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject3/Task6_Personnummer/PersonnummerValidator.java","3","8","This statement should have braces","Code Style","ControlStatementBraces"
"5","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject3/Task6_Personnummer/PersonnummerValidator.java","3","29","This statement should have braces","Code Style","ControlStatementBraces"
"6","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject3/Task6_Personnummer/PersonnummerValidator.java","3","40","This statement should have braces","Code Style","ControlStatementBraces"
"7","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject3/Task6_Personnummer/PersonnummerValidator.java","3","41","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject4/Task1_PasswordValidator/PasswordValidator.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject4/Task1_PasswordValidator/PasswordValidator.java","3","1","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject4/Task1_PasswordValidator/PasswordValidator.java","1","2","The static method name 'is_strong_password' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject4/Task1_PasswordValidator/PasswordValidator.java","3","3","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject4/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","3","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject4/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","3","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject4/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","1","13","The static method name 'calculate_total' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject4/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","14","This statement should have braces","Code Style","ControlStatementBraces"
"5","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject4/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","4","34","Unnecessary qualifier 'java.util': 'List' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject4/Task3_AnagramChecker/AnagramChecker.java","4","1","Unused import 'java.util.Arrays'","Code Style","UnnecessaryImport"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject4/Task3_AnagramChecker/AnagramChecker.java","3","3","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject4/Task3_AnagramChecker/AnagramChecker.java","3","3","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject4/Task3_AnagramChecker/AnagramChecker.java","1","4","The static method name 'is_anagram' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"5","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject4/Task3_AnagramChecker/AnagramChecker.java","3","5","This statement should have braces","Code Style","ControlStatementBraces"
"6","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject4/Task3_AnagramChecker/AnagramChecker.java","3","7","When doing a String.toLowerCase()/toUpperCase() call, use a Locale","Error Prone","UseLocaleWithCaseConversions"
"7","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject4/Task3_AnagramChecker/AnagramChecker.java","3","8","When doing a String.toLowerCase()/toUpperCase() call, use a Locale","Error Prone","UseLocaleWithCaseConversions"
"8","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject4/Task3_AnagramChecker/AnagramChecker.java","3","10","This statement should have braces","Code Style","ControlStatementBraces"
"9","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject4/Task3_AnagramChecker/AnagramChecker.java","3","18","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject4/Task4_TextCleaner/TextCleaner.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject4/Task4_TextCleaner/TextCleaner.java","3","1","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject4/Task4_TextCleaner/TextCleaner.java","1","2","The static method name 'clean_text' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject4/Task4_TextCleaner/TextCleaner.java","3","3","No need to check for null before an instanceof","Design","SimplifyConditional"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject4/Task5_EmailMasker/EmailMasker.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject4/Task5_EmailMasker/EmailMasker.java","3","1","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject4/Task5_EmailMasker/EmailMasker.java","1","2","The static method name 'mask_email' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject4/Task6_Personnummer/PersonnummerValidator.java","3","4","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject4/Task6_Personnummer/PersonnummerValidator.java","3","4","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject4/Task6_Personnummer/PersonnummerValidator.java","3","9","This statement should have braces","Code Style","ControlStatementBraces"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject4/Task6_Personnummer/PersonnummerValidator.java","4","14","Use one line for each declaration, it enhances code readability.","Best Practices","OneDeclarationPerLine"
"5","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject4/Task6_Personnummer/PersonnummerValidator.java","3","42","This statement should have braces","Code Style","ControlStatementBraces"
"6","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject4/Task6_Personnummer/PersonnummerValidator.java","3","44","This statement should have braces","Code Style","ControlStatementBraces"
"7","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject4/Task6_Personnummer/PersonnummerValidator.java","3","46","This statement should have braces","Code Style","ControlStatementBraces"
"8","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject4/Task6_Personnummer/PersonnummerValidator.java","3","54","This statement should have braces","Code Style","ControlStatementBraces"
"9","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject4/Task6_Personnummer/PersonnummerValidator.java","3","69","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task1_PasswordValidator/PasswordValidator.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task1_PasswordValidator/PasswordValidator.java","3","1","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task1_PasswordValidator/PasswordValidator.java","1","2","The static method name 'is_strong_password' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task1_PasswordValidator/PasswordValidator.java","3","3","This statement should have braces","Code Style","ControlStatementBraces"
"5","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task1_PasswordValidator/PasswordValidator.java","3","11","This statement should have braces","Code Style","ControlStatementBraces"
"6","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task1_PasswordValidator/PasswordValidator.java","3","12","This statement should have braces","Code Style","ControlStatementBraces"
"7","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task1_PasswordValidator/PasswordValidator.java","3","13","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","4","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","4","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","1","14","The static method name 'calculate_total' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","15","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task3_AnagramChecker/AnagramChecker.java","3","4","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task3_AnagramChecker/AnagramChecker.java","3","4","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task3_AnagramChecker/AnagramChecker.java","1","5","The static method name 'is_anagram' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task3_AnagramChecker/AnagramChecker.java","3","6","This statement should have braces","Code Style","ControlStatementBraces"
"5","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task3_AnagramChecker/AnagramChecker.java","3","8","When doing a String.toLowerCase()/toUpperCase() call, use a Locale","Error Prone","UseLocaleWithCaseConversions"
"6","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task3_AnagramChecker/AnagramChecker.java","3","9","When doing a String.toLowerCase()/toUpperCase() call, use a Locale","Error Prone","UseLocaleWithCaseConversions"
"7","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task3_AnagramChecker/AnagramChecker.java","3","11","This statement should have braces","Code Style","ControlStatementBraces"
"8","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task3_AnagramChecker/AnagramChecker.java","3","19","This statement should have braces","Code Style","ControlStatementBraces"
"9","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task3_AnagramChecker/AnagramChecker.java","3","21","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task4_TextCleaner/TextCleaner.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task4_TextCleaner/TextCleaner.java","3","1","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task4_TextCleaner/TextCleaner.java","1","2","The static method name 'clean_text' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task4_TextCleaner/TextCleaner.java","3","3","No need to check for null before an instanceof","Design","SimplifyConditional"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task5_EmailMasker/EmailMasker.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task5_EmailMasker/EmailMasker.java","3","1","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task5_EmailMasker/EmailMasker.java","1","2","The static method name 'mask_email' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task6_Personnummer/PersonnummerValidator.java","3","4","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task6_Personnummer/PersonnummerValidator.java","3","4","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task6_Personnummer/PersonnummerValidator.java","3","6","This statement should have braces","Code Style","ControlStatementBraces"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task6_Personnummer/PersonnummerValidator.java","3","9","This statement should have braces","Code Style","ControlStatementBraces"
"5","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task6_Personnummer/PersonnummerValidator.java","3","10","This statement should have braces","Code Style","ControlStatementBraces"
"6","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task6_Personnummer/PersonnummerValidator.java","3","17","This statement should have braces","Code Style","ControlStatementBraces"
"7","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task6_Personnummer/PersonnummerValidator.java","3","19","This statement should have braces","Code Style","ControlStatementBraces"
"8","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task6_Personnummer/PersonnummerValidator.java","4","22","Use one line for each declaration, it enhances code readability.","Best Practices","OneDeclarationPerLine"
"9","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task6_Personnummer/PersonnummerValidator.java","3","23","Avoid unused local variables such as 'lastFour'.","Best Practices","UnusedLocalVariable"
"10","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task6_Personnummer/PersonnummerValidator.java","4","38","Useless parentheses around `thisYear / 100`.","Code Style","UselessParentheses"
"11","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task6_Personnummer/PersonnummerValidator.java","3","40","This statement should have braces","Code Style","ControlStatementBraces"
"12","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task6_Personnummer/PersonnummerValidator.java","3","41","Position literals first in String comparisons","Best Practices","LiteralsFirstInComparisons"
"13","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task6_Personnummer/PersonnummerValidator.java","3","41","This statement should have braces","Code Style","ControlStatementBraces"
"14","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task6_Personnummer/PersonnummerValidator.java","3","44","This statement should have braces","Code Style","ControlStatementBraces"
"15","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task6_Personnummer/PersonnummerValidator.java","3","50","Do not call pure method getTime if the result is not used.","Error Prone","UselessPureMethodCall"
"16","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task6_Personnummer/PersonnummerValidator.java","3","55","This statement should have braces","Code Style","ControlStatementBraces"
"17","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject5/Task6_Personnummer/PersonnummerValidator.java","3","70","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task1_PasswordValidator/PasswordValidator.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task1_PasswordValidator/PasswordValidator.java","3","1","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task1_PasswordValidator/PasswordValidator.java","1","2","The static method name 'is_strong_password' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task1_PasswordValidator/PasswordValidator.java","3","3","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","4","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","4","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","1","14","The static method name 'calculate_total' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","15","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task3_AnagramChecker/AnagramChecker.java","3","3","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task3_AnagramChecker/AnagramChecker.java","3","3","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task3_AnagramChecker/AnagramChecker.java","1","4","The static method name 'is_anagram' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task3_AnagramChecker/AnagramChecker.java","3","5","This statement should have braces","Code Style","ControlStatementBraces"
"5","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task3_AnagramChecker/AnagramChecker.java","3","7","When doing a String.toLowerCase()/toUpperCase() call, use a Locale","Error Prone","UseLocaleWithCaseConversions"
"6","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task3_AnagramChecker/AnagramChecker.java","3","8","When doing a String.toLowerCase()/toUpperCase() call, use a Locale","Error Prone","UseLocaleWithCaseConversions"
"7","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task3_AnagramChecker/AnagramChecker.java","3","10","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task4_TextCleaner/TextCleaner.java","3","3","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task4_TextCleaner/TextCleaner.java","3","3","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task4_TextCleaner/TextCleaner.java","1","4","The static method name 'clean_text' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject6/Task5_EmailMasker/EmailMasker.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
